code,Species,Type,Qin,full_rcp26,full_rcp60,full_rcp85,buffer_rcp26,buffer_rcp60,buffer_rcp85,stable_rcp26,stable_rcp60,stable_rcp85,Category
sp239,Actinodaphne obovata,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp240,Actinodaphne obscurinervia,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp241,Actinodaphne omeiensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Gap
sp242,Actinodaphne paotingensis,narrow-ranged,NT,CR,CR,EX,CR,CR,EX,CR,EX,CR,Gap
sp243,Actinodaphne pilosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp244,Actinodaphne trichocarpa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp245,Adenanthera microsperma,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp246,Adenia cardiophylla,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp247,Adenia penangiana,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp248,Adhatoda vasica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp249,Adina pilulifera,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp250,Adina rubella,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp251,Adinandra bockiana,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp252,Adinandra bockiana var. acutifolia,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp253,Adinandra elegans,narrow-ranged,CR,EN,EN,CR,CR,EN,CR,CR,CR,CR,Gap
sp254,Adinandra formosana,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp255,Adinandra glischroloma,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,VU,Partial gap
sp256,Adinandra glischroloma var. jubata,wide-ranged,LC,EN,LC,LC,LC,EN,LC,EN,EN,EN,Gap
sp257,Adinandra glischroloma var. macrosepala,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp258,Adinandra grandis,narrow-ranged,EN,LC,LC,LC,LC,LC,NT,NT,EN,NT,Gap
sp259,Adinandra hainanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp260,Adinandra hirta,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp261,Adinandra howii,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp262,Adinandra lancipetala,wide-ranged,EN,LC,LC,LC,NT,LC,LC,EN,EN,VU,Gap
sp263,Adinandra lasiostyla,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp264,Adinandra megaphylla,wide-ranged,LC,LC,CR,CR,CR,LC,EX,EX,EX,NT,Gap
sp265,Adinandra millettii,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp266,Adinandra nigroglandulosa,wide-ranged,DD,LC,EX,EX,EX,LC,EX,EX,EX,VU,Gap
sp267,Adinandra nitida,wide-ranged,LC,VU,EN,EN,EN,EN,EN,EN,CR,EN,Partial gap
sp268,Adinandra pingbianensis,narrow-ranged,EN,LC,CR,CR,LC,EX,EX,EX,EX,NT,Gap
sp269,Aegle marmelos,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp270,Aeschynanthus acuminatissimus,wide-ranged,LC,LC,CR,CR,EX,LC,EX,EX,EX,VU,Gap
sp271,Aeschynanthus acuminatus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp272,Aeschynanthus angustioblongus,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp273,Aeschynanthus angustissimus,wide-ranged,LC,LC,LC,LC,LC,NT,NT,NT,VU,VU,Partial gap
sp274,Aeschynanthus austroyunnanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp275,Aeschynanthus austroyunnanensis var. guangxiensis,wide-ranged,LC,LC,LC,LC,NT,LC,NT,VU,VU,NT,Gap
sp276,Aeschynanthus bracteatus,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,VU,Covered
sp277,Aeschynanthus buxifolius,wide-ranged,LC,LC,LC,NT,LC,LC,NT,EN,EN,VU,Gap
sp278,Aeschynanthus denticuliger,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT,Gap
sp279,Aeschynanthus dolichanthus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp280,Aeschynanthus hookeri,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp281,Aeschynanthus humilis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp282,Aeschynanthus lancilimbus,narrow-ranged,NT,VU,EX,EX,EN,EX,EX,EX,EX,EN,Gap
sp283,Aeschynanthus lasianthus,narrow-ranged,DD,CR,EX,EX,CR,EX,EX,EX,EX,CR,Partial gap
sp284,Aeschynanthus lasiocalyx,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp285,Aeschynanthus linearifolius,wide-ranged,LC,LC,LC,LC,NT,NT,NT,NT,NT,VU,Partial gap
sp286,Aeschynanthus lineatus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp287,Aeschynanthus longicaulis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp288,Aeschynanthus medogensis,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Gap
sp289,Aeschynanthus mengxingensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp290,Aeschynanthus mimetes,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp291,Aeschynanthus moningeriae,wide-ranged,LC,LC,NT,VU,NT,LC,VU,VU,VU,NT,Gap
sp292,Aeschynanthus pachytrichus,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,EN,Gap
sp293,Aeschynanthus planipetiolatus,wide-ranged,VU,EN,LC,LC,LC,EN,LC,NT,NT,EN,Gap
sp294,Aeschynanthus poilanei,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp295,Aeschynanthus sinolongicalyx,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,VU,VU,NT,Gap
sp296,Aeschynanthus stenosepalus,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp297,Aeschynanthus superbus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp298,Aeschynanthus tengchungensis,wide-ranged,LC,LC,LC,LC,NT,LC,NT,VU,VU,VU,Partial gap
sp299,Aeschynanthus wardii,wide-ranged,LC,EN,VU,NT,EN,CR,VU,CR,CR,CR,Partial gap
sp300,Aesculus assamica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp301,Aesculus chinensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,VU,EN,Partial gap
sp302,Aesculus chinensis var. wilsonii,wide-ranged,LC,LC,LC,LC,LC,VU,NT,VU,EN,EN,Covered
sp303,Afgekia filipes,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp304,Aganope latifolia,wide-ranged,LC,LC,NT,NT,VU,LC,VU,EN,EN,NT,Gap
sp305,Aganope thyrsiflora,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp306,Aganosma cymosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp307,Aganosma marginata,wide-ranged,LC,LC,NT,NT,VU,LC,VU,EN,VU,NT,Gap
sp308,Aganosma schlechteriana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp309,Aganosma siamensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp310,Agapetes aborensis,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp311,Agapetes angulata,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp312,Agapetes anonyma,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp313,Agapetes brachypoda var. gracilis,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,VU,VU,EN,Gap
sp314,Agapetes brandisiana,narrow-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,EN,Partial gap
sp315,Agapetes buxifolia,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp316,Agapetes camelliifolia,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp317,Agapetes ciliata,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp318,Agapetes discolor,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp319,Agapetes epacridea,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp320,Agapetes flava,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp321,Agapetes forrestii,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp322,Agapetes griffithii,wide-ranged,DD,VU,EN,EN,EN,VU,EN,EN,EN,VU,Gap
sp323,Agapetes hyalocheilos,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp324,Agapetes incurvata,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp325,Agapetes interdicta,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp326,Agapetes lacei,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp327,Agapetes lacei var. glaberrima,wide-ranged,NT,LC,LC,LC,NT,LC,NT,NT,NT,NT,Gap
sp328,Agapetes leiocarpa,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp329,Agapetes leucocarpa,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp330,Agapetes linearifolia,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp331,Agapetes listeri,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp332,Agapetes lobbii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp333,Agapetes macrophylla,wide-ranged,DD,LC,LC,LC,LC,NT,LC,NT,NT,NT,Gap
sp334,Agapetes malipoensis,wide-ranged,NT,LC,EX,EX,EX,LC,EX,EX,EX,NT,Gap
sp335,Agapetes mannii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp336,Agapetes marginata,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp337,Agapetes medogensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp338,Agapetes megacarpa,wide-ranged,VU,LC,NT,LC,VU,VU,VU,EN,EN,CR,Gap
sp339,Agapetes miniata,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp340,Agapetes miranda,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp341,Agapetes mitrarioides,wide-ranged,DD,LC,LC,LC,NT,LC,NT,NT,NT,NT,Gap
sp342,Agapetes neriifolia,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp343,Agapetes nutans,narrow-ranged,DD,CR,EX,EX,CR,EX,EX,EX,EX,CR,Gap
sp344,Agapetes oblonga,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp345,Agapetes obovata,wide-ranged,DD,LC,EN,EN,EX,LC,EX,EX,EX,CR,Gap
sp346,Agapetes pensilis,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp347,Agapetes pilifera,narrow-ranged,DD,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp348,Agapetes praeclara,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp349,Agapetes praestigiosa,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp350,Agapetes pseudogriffithii,narrow-ranged,LC,EN,NT,NT,EX,EN,EN,EN,EN,EX,Partial gap
sp351,Agapetes pubiflora,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp352,Agapetes pyrolifolia,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp353,Agapetes refracta,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp354,Agapetes rubrobracteata,wide-ranged,LC,LC,LC,VU,LC,LC,EN,NT,CR,VU,Gap
sp355,Agapetes salicifolia,narrow-ranged,DD,CR,EX,EX,CR,EX,EX,EX,EX,CR,Gap
sp356,Agelaea trinervis,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp357,Aglaia elaeagnoidea,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp358,Aglaia lawii,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp359,Aglaia odorata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp360,Aglaia perviridis,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp361,Aglaia rimosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp362,Aglaia spectabilis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp363,Aglaia teysmanniana,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp364,Aidia canthioides,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp365,Aidia cochinchinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp366,Aidia oxyodonta,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp367,Aidia pycnantha,wide-ranged,LC,LC,VU,VU,VU,LC,EN,EN,EN,NT,Partial gap
sp368,Aidia salicifolia,wide-ranged,NT,NT,NT,LC,EN,CR,CR,CR,CR,CR,Partial gap
sp369,Aidia yunnanensis,wide-ranged,DD,LC,LC,LC,LC,LC,LC,VU,VU,NT,Gap
sp370,Ailanthus altissima,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp371,Ailanthus altissima var. sutchuenensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp372,Ailanthus fordii,wide-ranged,NT,NT,LC,LC,LC,VU,LC,EN,EN,EN,Gap
sp373,Ailanthus giraldii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp374,Ailanthus triphysa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp375,Ailanthus vilmoriniana,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,VU,EN,Covered
sp376,Ajania fruticulosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp377,Ajania nematoloba,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,VU,Gap
sp378,Ajania nitida,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,VU,Partial gap
sp379,Ajania nubigena,narrow-ranged,DD,EX,EX,EX,EX,EX,EX,EX,EX,EX,Covered
sp380,Ajania potaninii,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp381,Ajania purpurea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp382,Ajania quercifolia,wide-ranged,LC,LC,LC,LC,NT,LC,LC,CR,CR,CR,Gap
sp383,Ajania ramosa,wide-ranged,LC,LC,LC,LC,LC,NT,NT,NT,VU,VU,Partial gap
sp384,Ajania salicifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp385,Ajania scharnhorstii,wide-ranged,LC,LC,LC,LC,LC,NT,NT,VU,VU,EN,Gap
sp386,Ajania tibetica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,VU,Covered
sp387,Ajania variifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,EN,VU,Gap
sp388,Akebia chingshuiensis,narrow-ranged,LC,NT,LC,LC,NT,LC,LC,NT,NT,NT,No protected
sp389,Akebia longeracemosa,wide-ranged,DD,LC,LC,LC,LC,LC,NT,EN,EN,EN,Gap
sp390,Akebia quinata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp391,Akebia trifoliata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp392,Akebia trifoliata ssp. australis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp393,Alangium alpinum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp394,Alangium barbatum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp395,Alangium chinense,wide-ranged,LC,NT,LC,LC,VU,EN,VU,NT,NT,NT,Partial gap
sp396,Alangium chinense ssp. pauciflorum,wide-ranged,LC,LC,LC,LC,LC,NT,LC,VU,VU,EN,Partial gap
sp397,Alangium chinense ssp. strigosum,wide-ranged,LC,EN,NT,VU,NT,EN,VU,VU,EN,EN,Partial gap
sp398,Alangium chinense ssp. triangulare,wide-ranged,LC,CR,VU,CR,EN,EX,CR,EN,CR,EX,Gap
sp399,Alangium faberi,wide-ranged,LC,LC,LC,LC,NT,LC,LC,NT,NT,NT,Partial gap
sp400,Alangium faberi var. heterophyllum,wide-ranged,LC,EN,LC,LC,LC,EN,LC,NT,VU,EN,Gap
sp401,Alangium faberi var. perforatum,wide-ranged,LC,CR,EN,EN,EN,CR,EN,EN,EN,CR,Gap
sp402,Alangium faberi var. platyphyllum,wide-ranged,LC,LC,LC,LC,NT,LC,LC,NT,NT,VU,Gap
sp403,Alangium kurzii,wide-ranged,LC,EN,VU,VU,VU,EN,VU,VU,EN,EN,Partial gap
sp404,Alangium kurzii var. handelii,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp405,Alangium kwangsiense,wide-ranged,LC,LC,LC,NT,LC,LC,VU,NT,EN,VU,Gap
sp406,Alangium platanifolium var. trilobum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp407,Alangium salviifolium,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp408,Alangium yunnanense,wide-ranged,EN,NT,LC,LC,LC,NT,LC,EN,EN,CR,Gap
sp409,Albertisia laurifolia,wide-ranged,NT,LC,LC,LC,NT,LC,LC,VU,VU,NT,Gap
sp410,Albizia attopeuensis,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp411,Albizia chinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp412,Albizia corniculata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp413,Albizia crassiramea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT,Gap
sp414,Albizia garrettii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp415,Albizia julibrissin,wide-ranged,VU,NT,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp416,Albizia kalkora,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp417,Albizia lucidior,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp418,Albizia mollis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp419,Albizia odoratissima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp420,Albizia procera,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp421,Albizia sherriffii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp422,Alchornea davidii,wide-ranged,LC,LC,NT,LC,NT,NT,LC,NT,NT,NT,Covered
sp423,Alchornea hunanensis,wide-ranged,LC,VU,NT,VU,VU,VU,EN,EN,EN,EN,Gap
sp424,Alchornea rugosa,wide-ranged,LC,LC,NT,LC,NT,LC,LC,VU,NT,NT,Partial gap
sp425,Alchornea rugosa var. pubescens,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,NT,NT,Gap
sp426,Alchornea tiliifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp427,Alchornea trewioides,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp428,Alchornea trewioides var. sinica,wide-ranged,LC,LC,LC,LC,LC,LC,EN,EN,CR,NT,Gap
sp429,Alcimandra cathcartii,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp430,Aleurites moluccana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,NT,NT,Gap
sp431,Alhagi sparsifolia,wide-ranged,LC,EN,NT,EN,VU,CR,EN,EN,CR,CR,Partial gap
sp432,Alleizettella leucocarpa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp433,Allomorphia balansae,wide-ranged,LC,LC,EN,EN,EN,LC,EN,CR,CR,VU,Gap
sp434,Allomorphia baviensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp435,Allomorphia urophylla,wide-ranged,LC,LC,NT,NT,EN,LC,EN,CR,CR,VU,Gap
sp436,Allophylus caudatus,wide-ranged,LC,LC,LC,LC,NT,LC,LC,EN,EN,NT,Gap
sp437,Allophylus chartaceus,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp438,Allophylus cobbe var. velutinus,wide-ranged,LC,LC,LC,LC,EN,LC,EN,EN,EN,VU,Gap
sp439,Allophylus dimorphus,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp440,Allophylus hirsutus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp441,Allophylus longipes,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp442,Allophylus viridis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp443,Alniphyllum eberhardtii,wide-ranged,EN,LC,EN,EN,EN,LC,CR,CR,CR,NT,Gap
sp444,Alniphyllum fortunei,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp445,Alnus cremastogyne,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,VU,VU,Partial gap
sp446,Alnus ferdinandi-coburgii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,NT,Gap
sp447,Alnus formosana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp448,Alnus henryi,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp449,Alnus hirsuta,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp450,Alnus japonica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp451,Alnus lanata,narrow-ranged,DD,VU,CR,CR,VU,CR,CR,EX,EX,EN,Gap
sp452,Alnus mandshurica,wide-ranged,LC,VU,NT,NT,NT,VU,VU,NT,VU,VU,Partial gap
sp453,Alnus nepalensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp454,Alnus trabeculosa,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp455,Alphitonia incana,wide-ranged,LC,NT,NT,NT,VU,NT,VU,VU,VU,NT,Gap
sp456,Alphonsea boniana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp457,Alphonsea mollis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp458,Alphonsea monogyna,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp459,Alphonsea tsangyuanensis,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp460,Alseodaphne andersonii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp461,Alseodaphne hainanensis,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp462,Alseodaphne huanglianshanensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp463,Alseodaphne petiolaris,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp464,Alseodaphne rugosa,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp465,Alseodaphne sichourensis,narrow-ranged,EN,CR,EX,EX,CR,EX,EX,EX,EX,CR,Partial gap
sp466,Alseodaphne yunnanensis,narrow-ranged,EN,NT,EX,EX,VU,EX,EX,EX,EX,EN,Gap
sp467,Alsophila andersonii,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp468,Alsophila austro-yunnanensis,narrow-ranged,CR,CR,EX,EX,CR,EX,EX,EX,EX,CR,Gap
sp469,Alsophila costularis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp470,Alsophila denticulata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp471,Alsophila gigantea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp472,Alsophila khasyana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp473,Alsophila latebrosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp474,Alsophila loheri,narrow-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp475,Alsophila metteniana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,NT,Gap
sp476,Alsophila podophylla,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp477,Alsophila spinulosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp478,Alstonia henryi,narrow-ranged,VU,LC,LC,LC,CR,LC,LC,NT,NT,EX,Gap
sp479,Alstonia macrophylla,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp480,Alstonia mairei,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
